tanggal,komoditi,harga
2018-07-26,daging sapi impor beku,85000.0
2018-10-29,daging sapi impor beku,89150.0
2018-10-30,daging sapi impor beku,88350.0
2018-10-31,daging sapi impor beku,88350.0
2018-07-25,daging sapi impor beku,85000.0
2018-10-22,daging sapi impor beku,89150.0
2018-08-31,daging sapi impor beku,89150.0
2018-08-16,daging sapi impor beku,88350.0
2018-10-08,daging sapi impor beku,89150.0
2018-10-09,daging sapi impor beku,89150.0
2018-10-10,daging sapi impor beku,89150.0
2018-10-11,daging sapi impor beku,89150.0
2018-10-12,daging sapi impor beku,89150.0
2018-10-15,daging sapi impor beku,89150.0
2018-10-16,daging sapi impor beku,89150.0
2018-10-17,daging sapi impor beku,89150.0
2018-10-18,daging sapi impor beku,89150.0
2018-08-28,daging sapi impor beku,89150.0
2018-08-27,daging sapi impor beku,89150.0
2018-08-29,daging sapi impor beku,89150.0
2018-10-04,daging sapi impor beku,89150.0
2018-10-03,daging sapi impor beku,89150.0
2018-10-02,daging sapi impor beku,89150.0
2018-08-23,daging sapi impor beku,87500.0
2018-08-22,daging sapi impor beku,87500.0
2018-07-24,daging sapi impor beku,85000.0
2018-10-19,daging sapi impor beku,89150.0
2018-08-21,daging sapi impor beku,87500.0
2018-08-20,daging sapi impor beku,95000.0
2018-10-05,daging sapi impor beku,89150.0
2018-07-23,daging sapi impor beku,85000.0
2018-11-09,daging sapi impor beku,88350.0
2018-07-19,daging sapi impor beku,85000.0
2018-05-18,daging sapi impor beku,73350.0
2018-05-17,daging sapi impor beku,83350.0
2018-05-16,daging sapi impor beku,83350.0
2018-05-15,daging sapi impor beku,83350.0
2018-05-14,daging sapi impor beku,83350.0
2018-05-11,daging sapi impor beku,85000.0
2018-05-09,daging sapi impor beku,85000.0
2018-05-08,daging sapi impor beku,85000.0
2018-05-07,daging sapi impor beku,85000.0
2018-05-04,daging sapi impor beku,90000.0
2018-05-03,daging sapi impor beku,90000.0
2018-05-02,daging sapi impor beku,95000.0
2018-07-02,daging sapi impor beku,85000.0
2018-07-03,daging sapi impor beku,85000.0
2018-07-04,daging sapi impor beku,85000.0
2018-07-05,daging sapi impor beku,85000.0
2018-07-06,daging sapi impor beku,85000.0
2018-07-09,daging sapi impor beku,85000.0
2018-07-10,daging sapi impor beku,85000.0
2018-07-11,daging sapi impor beku,85000.0
2018-06-04,daging sapi impor beku,85000.0
2018-06-05,daging sapi impor beku,85000.0
2018-06-06,daging sapi impor beku,85000.0
2018-05-21,daging sapi impor beku,85000.0
2018-05-22,daging sapi impor beku,85000.0
2018-05-23,daging sapi impor beku,85000.0
2018-05-24,daging sapi impor beku,84150.0
2018-11-12,daging sapi impor beku,88350.0
2018-11-13,daging sapi impor beku,89150.0
2018-11-14,daging sapi impor beku,89150.0
2018-11-15,daging sapi impor beku,89150.0
2018-11-16,daging sapi impor beku,89150.0
2018-11-19,daging sapi impor beku,89150.0
2018-11-21,daging sapi impor beku,89150.0
2018-11-22,daging sapi impor beku,90000.0
2018-11-23,daging sapi impor beku,90000.0
2018-11-26,daging sapi impor beku,90000.0
2018-11-27,daging sapi impor beku,90000.0
2018-06-07,daging sapi impor beku,85000.0
2018-11-28,daging sapi impor beku,90000.0
2018-11-30,daging sapi impor beku,90000.0
2018-10-01,daging sapi impor beku,89150.0
2018-11-07,daging sapi impor beku,88350.0
2018-11-06,daging sapi impor beku,88350.0
2018-11-05,daging sapi impor beku,88350.0
2018-11-02,daging sapi impor beku,88350.0
2018-11-01,daging sapi impor beku,88350.0
2018-05-31,daging sapi impor beku,85000.0
2018-05-30,daging sapi impor beku,84150.0
2018-05-28,daging sapi impor beku,84150.0
2018-05-25,daging sapi impor beku,84150.0
2018-11-29,daging sapi impor beku,90000.0
2018-06-08,daging sapi impor beku,85000.0
2018-06-21,daging sapi impor beku,90000.0
2018-06-22,daging sapi impor beku,90000.0
2018-12-04,daging sapi impor beku,90000.0
2018-12-05,daging sapi impor beku,85000.0
2018-12-06,daging sapi impor beku,85000.0
2018-12-07,daging sapi impor beku,85000.0
2018-12-10,daging sapi impor beku,85000.0
2018-11-08,daging sapi impor beku,88350.0
2018-12-11,daging sapi impor beku,85000.0
2018-12-12,daging sapi impor beku,84150.0
2018-12-13,daging sapi impor beku,84150.0
2018-12-14,daging sapi impor beku,84150.0
2018-12-17,daging sapi impor beku,85850.0
2018-12-03,daging sapi impor beku,90000.0
2018-12-18,daging sapi impor beku,87500.0
2018-12-20,daging sapi impor beku,86650.0
2018-12-21,daging sapi impor beku,86650.0
2018-12-26,daging sapi impor beku,86650.0
2018-12-27,daging sapi impor beku,85850.0
2018-12-28,daging sapi impor beku,85850.0
2018-12-31,daging sapi impor beku,85850.0
2018-07-12,daging sapi impor beku,85000.0
2018-07-13,daging sapi impor beku,85000.0
2018-07-16,daging sapi impor beku,85000.0
2018-07-17,daging sapi impor beku,85000.0
2018-07-18,daging sapi impor beku,85000.0
2018-12-19,daging sapi impor beku,87500.0
2018-07-20,daging sapi impor beku,85000.0
2018-08-07,daging sapi impor beku,85000.0
2018-08-03,daging sapi impor beku,85000.0
2018-06-25,daging sapi impor beku,85000.0
2018-06-26,daging sapi impor beku,85000.0
2018-06-28,daging sapi impor beku,85000.0
2018-06-29,daging sapi impor beku,85000.0
2018-09-27,daging sapi impor beku,89150.0
2018-09-26,daging sapi impor beku,89150.0
2018-09-25,daging sapi impor beku,89150.0
2018-09-24,daging sapi impor beku,89150.0
2018-09-21,daging sapi impor beku,89150.0
2018-09-20,daging sapi impor beku,89150.0
2018-09-19,daging sapi impor beku,89150.0
2018-08-06,daging sapi impor beku,85000.0
2018-09-18,daging sapi impor beku,89150.0
2018-09-14,daging sapi impor beku,89150.0
2018-09-13,daging sapi impor beku,89150.0
2018-09-12,daging sapi impor beku,89150.0
2018-09-10,daging sapi impor beku,89150.0
2018-09-07,daging sapi impor beku,89150.0
2018-09-06,daging sapi impor beku,89150.0
2018-09-05,daging sapi impor beku,89150.0
2018-09-04,daging sapi impor beku,89150.0
2018-09-03,daging sapi impor beku,89150.0
2018-08-01,daging sapi impor beku,85000.0
2018-08-02,daging sapi impor beku,85000.0
2018-09-17,daging sapi impor beku,89150.0
2018-09-28,daging sapi impor beku,89150.0
2018-07-31,daging sapi impor beku,85000.0
2018-03-26,daging sapi impor beku,86650.0
2018-03-29,daging sapi impor beku,89150.0
2018-01-30,daging sapi impor beku,89150.0
2018-01-31,daging sapi impor beku,89150.0
2018-01-16,daging sapi impor beku,120000.0
2018-01-29,daging sapi impor beku,90000.0
2018-01-03,daging sapi impor beku,120000.0
2018-01-23,daging sapi impor beku,85000.0
2018-01-26,daging sapi impor beku,90000.0
2018-01-15,daging sapi impor beku,120000.0
2018-03-01,daging sapi impor beku,90000.0
2018-01-02,daging sapi impor beku,120000.0
2018-02-01,daging sapi impor beku,89150.0
2018-02-02,daging sapi impor beku,89150.0
2018-02-05,daging sapi impor beku,90000.0
2018-02-06,daging sapi impor beku,88350.0
2018-02-07,daging sapi impor beku,89150.0
2018-02-08,daging sapi impor beku,89150.0
2018-02-09,daging sapi impor beku,75000.0
2018-02-12,daging sapi impor beku,88350.0
2018-03-28,daging sapi impor beku,89150.0
2018-03-27,daging sapi impor beku,87500.0
2018-03-23,daging sapi impor beku,85850.0
2018-01-12,daging sapi impor beku,120000.0
2018-03-02,daging sapi impor beku,90000.0
2018-03-05,daging sapi impor beku,90000.0
2018-01-09,daging sapi impor beku,120000.0
2018-01-10,daging sapi impor beku,120000.0
2018-03-06,daging sapi impor beku,90000.0
2018-03-07,daging sapi impor beku,90000.0
2018-03-08,daging sapi impor beku,87500.0
2018-01-11,daging sapi impor beku,120000.0
2018-01-05,daging sapi impor beku,120000.0
2018-02-13,daging sapi impor beku,89150.0
2018-03-09,daging sapi impor beku,87500.0
2018-03-13,daging sapi impor beku,85000.0
2018-03-14,daging sapi impor beku,85000.0
2018-03-15,daging sapi impor beku,95000.0
2018-03-16,daging sapi impor beku,95000.0
2018-03-19,daging sapi impor beku,96650.0
2018-03-20,daging sapi impor beku,86650.0
2018-03-21,daging sapi impor beku,86650.0
2018-03-22,daging sapi impor beku,85850.0
2018-01-17,daging sapi impor beku,120000.0
2018-03-12,daging sapi impor beku,85000.0
2018-02-14,daging sapi impor beku,89150.0
2018-01-04,daging sapi impor beku,120000.0
2018-02-19,daging sapi impor beku,89150.0
2018-04-24,daging sapi impor beku,87500.0
2018-04-25,daging sapi impor beku,90000.0
2018-04-26,daging sapi impor beku,88350.0
2018-04-27,daging sapi impor beku,90000.0
2018-04-30,daging sapi impor beku,85000.0
2018-01-25,daging sapi impor beku,87500.0
2018-04-13,daging sapi impor beku,87500.0
2018-01-24,daging sapi impor beku,85000.0
2018-04-12,daging sapi impor beku,74750.0
2018-04-11,daging sapi impor beku,74750.0
2018-04-02,daging sapi impor beku,84150.0
2018-02-15,daging sapi impor beku,89150.0
2018-04-03,daging sapi impor beku,85850.0
2018-04-10,daging sapi impor beku,89150.0
2018-04-09,daging sapi impor beku,89150.0
2018-01-18,daging sapi impor beku,70000.0
2018-04-04,daging sapi impor beku,86650.0
2018-04-23,daging sapi impor beku,87500.0
2018-04-05,daging sapi impor beku,88350.0
2018-01-22,daging sapi impor beku,85000.0
2018-04-19,daging sapi impor beku,87500.0
2018-02-20,daging sapi impor beku,109150.0
2018-02-21,daging sapi impor beku,107500.0
2018-02-22,daging sapi impor beku,87500.0
2018-02-23,daging sapi impor beku,83350.0
2018-02-26,daging sapi impor beku,75750.0
2018-02-27,daging sapi impor beku,73250.0
2018-02-28,daging sapi impor beku,90000.0
2018-04-20,daging sapi impor beku,87500.0
2018-04-06,daging sapi impor beku,89150.0
2018-04-16,daging sapi impor beku,84150.0
2018-01-08,daging sapi impor beku,120000.0
2018-04-17,daging sapi impor beku,85000.0
2018-04-18,daging sapi impor beku,87500.0
2018-01-19,daging sapi impor beku,70000.0
2018-11-01,daging sapi lokal daging has luar sirloin,126667.0
2018-11-02,daging sapi lokal daging has luar sirloin,126667.0
2018-06-06,daging sapi lokal daging has luar sirloin,123333.0
2018-09-05,daging sapi lokal daging has luar sirloin,130000.0
2018-01-04,daging sapi lokal daging has luar sirloin,118333.0
2018-06-05,daging sapi lokal daging has luar sirloin,123333.0
2018-09-03,daging sapi lokal daging has luar sirloin,130000.0
2018-09-04,daging sapi lokal daging has luar sirloin,130000.0
2018-09-12,daging sapi lokal daging has luar sirloin,135000.0
2018-09-07,daging sapi lokal daging has luar sirloin,130000.0
2018-05-04,daging sapi lokal daging has luar sirloin,120000.0
2018-05-07,daging sapi lokal daging has luar sirloin,121667.0
2018-01-02,daging sapi lokal daging has luar sirloin,118333.0
2018-05-08,daging sapi lokal daging has luar sirloin,118333.0
2018-05-09,daging sapi lokal daging has luar sirloin,119167.0
2018-05-03,daging sapi lokal daging has luar sirloin,120000.0
2018-09-27,daging sapi lokal daging has luar sirloin,130000.0
2018-09-26,daging sapi lokal daging has luar sirloin,126667.0
2018-09-25,daging sapi lokal daging has luar sirloin,130000.0
2018-09-24,daging sapi lokal daging has luar sirloin,126667.0
2018-09-21,daging sapi lokal daging has luar sirloin,126667.0
2018-03-01,daging sapi lokal daging has luar sirloin,118333.0
2018-09-06,daging sapi lokal daging has luar sirloin,130000.0
2018-09-20,daging sapi lokal daging has luar sirloin,126667.0
2018-09-18,daging sapi lokal daging has luar sirloin,130000.0
2018-01-19,daging sapi lokal daging has luar sirloin,116667.0
2018-05-11,daging sapi lokal daging has luar sirloin,120000.0
2018-01-03,daging sapi lokal daging has luar sirloin,117500.0
2018-05-14,daging sapi lokal daging has luar sirloin,120000.0
2018-03-05,daging sapi lokal daging has luar sirloin,116667.0
2018-05-02,daging sapi lokal daging has luar sirloin,113333.0
2018-06-04,daging sapi lokal daging has luar sirloin,120000.0
2018-09-17,daging sapi lokal daging has luar sirloin,131667.0
2018-09-14,daging sapi lokal daging has luar sirloin,131667.0
2018-09-13,daging sapi lokal daging has luar sirloin,130000.0
2018-09-10,daging sapi lokal daging has luar sirloin,130833.0
2018-09-19,daging sapi lokal daging has luar sirloin,130000.0
2018-09-28,daging sapi lokal daging has luar sirloin,126667.0
2018-03-02,daging sapi lokal daging has luar sirloin,121667.0
2018-01-10,daging sapi lokal daging has luar sirloin,120000.0
2018-02-07,daging sapi lokal daging has luar sirloin,117500.0
2018-02-08,daging sapi lokal daging has luar sirloin,120000.0
2018-02-09,daging sapi lokal daging has luar sirloin,120000.0
2018-02-12,daging sapi lokal daging has luar sirloin,123333.0
2018-02-13,daging sapi lokal daging has luar sirloin,120000.0
2018-02-14,daging sapi lokal daging has luar sirloin,120000.0
2018-02-15,daging sapi lokal daging has luar sirloin,118333.0
2018-02-19,daging sapi lokal daging has luar sirloin,121667.0
2018-02-20,daging sapi lokal daging has luar sirloin,121667.0
2018-02-21,daging sapi lokal daging has luar sirloin,121667.0
2018-02-22,daging sapi lokal daging has luar sirloin,120000.0
2018-02-23,daging sapi lokal daging has luar sirloin,118333.0
2018-02-06,daging sapi lokal daging has luar sirloin,118333.0
2018-01-25,daging sapi lokal daging has luar sirloin,118333.0
2018-05-21,daging sapi lokal daging has luar sirloin,123333.0
2018-02-28,daging sapi lokal daging has luar sirloin,120000.0
2018-02-27,daging sapi lokal daging has luar sirloin,123333.0
2018-05-22,daging sapi lokal daging has luar sirloin,120000.0
2018-05-23,daging sapi lokal daging has luar sirloin,120000.0
2018-05-24,daging sapi lokal daging has luar sirloin,119167.0
2018-01-08,daging sapi lokal daging has luar sirloin,120000.0
2018-05-25,daging sapi lokal daging has luar sirloin,123333.0
2018-05-28,daging sapi lokal daging has luar sirloin,120000.0
2018-05-30,daging sapi lokal daging has luar sirloin,120000.0
2018-01-23,daging sapi lokal daging has luar sirloin,123333.0
2018-05-31,daging sapi lokal daging has luar sirloin,120000.0
2018-02-26,daging sapi lokal daging has luar sirloin,117500.0
2018-02-05,daging sapi lokal daging has luar sirloin,120000.0
2018-02-02,daging sapi lokal daging has luar sirloin,118333.0
2018-02-01,daging sapi lokal daging has luar sirloin,118333.0
2018-06-08,daging sapi lokal daging has luar sirloin,130000.0
2018-01-09,daging sapi lokal daging has luar sirloin,116667.0
2018-01-11,daging sapi lokal daging has luar sirloin,120000.0
2018-01-05,daging sapi lokal daging has luar sirloin,120000.0
2018-06-21,daging sapi lokal daging has luar sirloin,130000.0
2018-01-22,daging sapi lokal daging has luar sirloin,120000.0
2018-01-12,daging sapi lokal daging has luar sirloin,120000.0
2018-06-22,daging sapi lokal daging has luar sirloin,130000.0
2018-11-05,daging sapi lokal daging has luar sirloin,126667.0
2018-01-30,daging sapi lokal daging has luar sirloin,118333.0
2018-06-25,daging sapi lokal daging has luar sirloin,126667.0
2018-01-31,daging sapi lokal daging has luar sirloin,118333.0
2018-06-26,daging sapi lokal daging has luar sirloin,126667.0
2018-04-19,daging sapi lokal daging has luar sirloin,125000.0
2018-04-20,daging sapi lokal daging has luar sirloin,118333.0
2018-04-23,daging sapi lokal daging has luar sirloin,120000.0
2018-04-24,daging sapi lokal daging has luar sirloin,120000.0
2018-04-25,daging sapi lokal daging has luar sirloin,121667.0
2018-04-26,daging sapi lokal daging has luar sirloin,120000.0
2018-04-27,daging sapi lokal daging has luar sirloin,120000.0
2018-04-30,daging sapi lokal daging has luar sirloin,120000.0
2018-06-28,daging sapi lokal daging has luar sirloin,131667.0
2018-06-29,daging sapi lokal daging has luar sirloin,127500.0
2018-05-15,daging sapi lokal daging has luar sirloin,120000.0
2018-05-16,daging sapi lokal daging has luar sirloin,120000.0
2018-05-17,daging sapi lokal daging has luar sirloin,116667.0
2018-05-18,daging sapi lokal daging has luar sirloin,121667.0
2018-06-07,daging sapi lokal daging has luar sirloin,130000.0
2018-11-06,daging sapi lokal daging has luar sirloin,126667.0
2018-11-22,daging sapi lokal daging has luar sirloin,126667.0
2018-11-08,daging sapi lokal daging has luar sirloin,126667.0
2018-04-09,daging sapi lokal daging has luar sirloin,115833.0
2018-04-10,daging sapi lokal daging has luar sirloin,116667.0
2018-04-11,daging sapi lokal daging has luar sirloin,116667.0
2018-04-12,daging sapi lokal daging has luar sirloin,123333.0
2018-04-13,daging sapi lokal daging has luar sirloin,120000.0
2018-04-16,daging sapi lokal daging has luar sirloin,120000.0
2018-04-06,daging sapi lokal daging has luar sirloin,118333.0
2018-01-29,daging sapi lokal daging has luar sirloin,118333.0
2018-04-18,daging sapi lokal daging has luar sirloin,82000.0
2018-01-26,daging sapi lokal daging has luar sirloin,116667.0
2018-03-06,daging sapi lokal daging has luar sirloin,125000.0
2018-03-07,daging sapi lokal daging has luar sirloin,125000.0
2018-03-08,daging sapi lokal daging has luar sirloin,120000.0
2018-03-09,daging sapi lokal daging has luar sirloin,120000.0
2018-04-17,daging sapi lokal daging has luar sirloin,120000.0
2018-04-05,daging sapi lokal daging has luar sirloin,116667.0
2018-04-04,daging sapi lokal daging has luar sirloin,117500.0
2018-04-03,daging sapi lokal daging has luar sirloin,120000.0
2018-10-08,daging sapi lokal daging has luar sirloin,130000.0
2018-10-05,daging sapi lokal daging has luar sirloin,130000.0
2018-10-04,daging sapi lokal daging has luar sirloin,130000.0
2018-11-07,daging sapi lokal daging has luar sirloin,131667.0
2018-10-02,daging sapi lokal daging has luar sirloin,130000.0
2018-10-01,daging sapi lokal daging has luar sirloin,125833.0
2018-12-05,daging sapi lokal daging has luar sirloin,120000.0
2018-12-06,daging sapi lokal daging has luar sirloin,120000.0
2018-12-07,daging sapi lokal daging has luar sirloin,120000.0
2018-12-10,daging sapi lokal daging has luar sirloin,121666.6667
2018-12-11,daging sapi lokal daging has luar sirloin,120000.0
2018-12-12,daging sapi lokal daging has luar sirloin,120000.0
2018-12-13,daging sapi lokal daging has luar sirloin,121666.6667
2018-12-14,daging sapi lokal daging has luar sirloin,120000.0
2018-04-02,daging sapi lokal daging has luar sirloin,123333.0
2018-03-12,daging sapi lokal daging has luar sirloin,120000.0
2018-10-09,daging sapi lokal daging has luar sirloin,133333.0
2018-03-13,daging sapi lokal daging has luar sirloin,123333.0
2018-03-15,daging sapi lokal daging has luar sirloin,117500.0
2018-07-19,daging sapi lokal daging has luar sirloin,126667.0
2018-07-18,daging sapi lokal daging has luar sirloin,128333.0
2018-07-17,daging sapi lokal daging has luar sirloin,135000.0
2018-07-16,daging sapi lokal daging has luar sirloin,126667.0
2018-07-13,daging sapi lokal daging has luar sirloin,126667.0
2018-07-12,daging sapi lokal daging has luar sirloin,126667.0
2018-07-20,daging sapi lokal daging has luar sirloin,123333.0
2018-07-11,daging sapi lokal daging has luar sirloin,126667.0
2018-07-09,daging sapi lokal daging has luar sirloin,128333.0
2018-07-06,daging sapi lokal daging has luar sirloin,126667.0
2018-07-05,daging sapi lokal daging has luar sirloin,126667.0
2018-07-04,daging sapi lokal daging has luar sirloin,130000.0
2018-07-03,daging sapi lokal daging has luar sirloin,130000.0
2018-07-02,daging sapi lokal daging has luar sirloin,126667.0
2018-07-10,daging sapi lokal daging has luar sirloin,126667.0
2018-07-23,daging sapi lokal daging has luar sirloin,123333.0
2018-07-24,daging sapi lokal daging has luar sirloin,123333.0
2018-07-25,daging sapi lokal daging has luar sirloin,123333.0
2018-03-16,daging sapi lokal daging has luar sirloin,123333.0
2018-03-19,daging sapi lokal daging has luar sirloin,121667.0
2018-03-20,daging sapi lokal daging has luar sirloin,120000.0
2018-03-21,daging sapi lokal daging has luar sirloin,118333.0
2018-03-22,daging sapi lokal daging has luar sirloin,120000.0
2018-03-23,daging sapi lokal daging has luar sirloin,120000.0
2018-03-26,daging sapi lokal daging has luar sirloin,120000.0
2018-03-27,daging sapi lokal daging has luar sirloin,120000.0
2018-07-31,daging sapi lokal daging has luar sirloin,126667.0
2018-07-30,daging sapi lokal daging has luar sirloin,126667.0
2018-07-27,daging sapi lokal daging has luar sirloin,126667.0
2018-01-18,daging sapi lokal daging has luar sirloin,121667.0
2018-03-28,daging sapi lokal daging has luar sirloin,116667.0
2018-03-29,daging sapi lokal daging has luar sirloin,121667.0
2018-07-26,daging sapi lokal daging has luar sirloin,126667.0
2018-03-14,daging sapi lokal daging has luar sirloin,116667.0
2018-10-10,daging sapi lokal daging has luar sirloin,128333.0
2018-10-03,daging sapi lokal daging has luar sirloin,130000.0
2018-10-12,daging sapi lokal daging has luar sirloin,126667.0
2018-08-14,daging sapi lokal daging has luar sirloin,130000.0
2018-08-13,daging sapi lokal daging has luar sirloin,130000.0
2018-10-31,daging sapi lokal daging has luar sirloin,126667.0
2018-10-30,daging sapi lokal daging has luar sirloin,126667.0
2018-08-10,daging sapi lokal daging has luar sirloin,130000.0
2018-08-09,daging sapi lokal daging has luar sirloin,129167.0
2018-08-08,daging sapi lokal daging has luar sirloin,129167.0
2018-01-15,daging sapi lokal daging has luar sirloin,121667.0
2018-08-07,daging sapi lokal daging has luar sirloin,130000.0
2018-08-06,daging sapi lokal daging has luar sirloin,130000.0
2018-08-03,daging sapi lokal daging has luar sirloin,130000.0
2018-08-02,daging sapi lokal daging has luar sirloin,130000.0
2018-10-11,daging sapi lokal daging has luar sirloin,130000.0
2018-11-23,daging sapi lokal daging has luar sirloin,126667.0
2018-11-26,daging sapi lokal daging has luar sirloin,126667.0
2018-08-15,daging sapi lokal daging has luar sirloin,130000.0
2018-08-16,daging sapi lokal daging has luar sirloin,126667.0
2018-08-20,daging sapi lokal daging has luar sirloin,130000.0
2018-08-21,daging sapi lokal daging has luar sirloin,126667.0
2018-11-09,daging sapi lokal daging has luar sirloin,126667.0
2018-11-12,daging sapi lokal daging has luar sirloin,126667.0
2018-11-13,daging sapi lokal daging has luar sirloin,126667.0
2018-11-14,daging sapi lokal daging has luar sirloin,130000.0
2018-11-15,daging sapi lokal daging has luar sirloin,126667.0
2018-11-16,daging sapi lokal daging has luar sirloin,126667.0
2018-11-19,daging sapi lokal daging has luar sirloin,126667.0
2018-01-16,daging sapi lokal daging has luar sirloin,121667.0
2018-01-24,daging sapi lokal daging has luar sirloin,120000.0
2018-08-31,daging sapi lokal daging has luar sirloin,130000.0
2018-08-30,daging sapi lokal daging has luar sirloin,131667.0
2018-08-29,daging sapi lokal daging has luar sirloin,131667.0
2018-08-28,daging sapi lokal daging has luar sirloin,131667.0
2018-08-27,daging sapi lokal daging has luar sirloin,131667.0
2018-08-23,daging sapi lokal daging has luar sirloin,133333.0
2018-08-22,daging sapi lokal daging has luar sirloin,130000.0
2018-11-21,daging sapi lokal daging has luar sirloin,126667.0
2018-11-27,daging sapi lokal daging has luar sirloin,126667.0
2018-08-01,daging sapi lokal daging has luar sirloin,126667.0
2018-11-29,daging sapi lokal daging has luar sirloin,126667.0
2018-12-18,daging sapi lokal daging has luar sirloin,120000.0
2018-11-28,daging sapi lokal daging has luar sirloin,133333.0
2018-12-03,daging sapi lokal daging has luar sirloin,126666.6667
2018-12-04,daging sapi lokal daging has luar sirloin,120000.0
2018-10-29,daging sapi lokal daging has luar sirloin,126667.0
2018-10-26,daging sapi lokal daging has luar sirloin,130000.0
2018-10-25,daging sapi lokal daging has luar sirloin,133333.0
2018-10-24,daging sapi lokal daging has luar sirloin,126667.0
2018-10-23,daging sapi lokal daging has luar sirloin,126667.0
2018-10-22,daging sapi lokal daging has luar sirloin,126667.0
2018-10-19,daging sapi lokal daging has luar sirloin,126667.0
2018-10-18,daging sapi lokal daging has luar sirloin,126667.0
2018-10-17,daging sapi lokal daging has luar sirloin,126667.0
2018-10-16,daging sapi lokal daging has luar sirloin,126667.0
2018-10-15,daging sapi lokal daging has luar sirloin,126667.0
2018-12-19,daging sapi lokal daging has luar sirloin,120000.0
2018-12-20,daging sapi lokal daging has luar sirloin,120000.0
2018-12-17,daging sapi lokal daging has luar sirloin,120000.0
2018-12-21,daging sapi lokal daging has luar sirloin,120000.0
2018-12-26,daging sapi lokal daging has luar sirloin,121666.6667
2018-12-27,daging sapi lokal daging has luar sirloin,120000.0
2018-12-28,daging sapi lokal daging has luar sirloin,120000.0
2018-12-31,daging sapi lokal daging has luar sirloin,120000.0
2018-01-17,daging sapi lokal daging has luar sirloin,120000.0
2018-11-30,daging sapi lokal daging has luar sirloin,126667.0
2018-05-04,daging sapi lokal daging sandung lamur brisket,85000.0
2018-05-03,daging sapi lokal daging sandung lamur brisket,80000.0
2018-05-02,daging sapi lokal daging sandung lamur brisket,90000.0
2018-11-22,daging sapi lokal daging sandung lamur brisket,100000.0
2018-11-21,daging sapi lokal daging sandung lamur brisket,100000.0
2018-11-19,daging sapi lokal daging sandung lamur brisket,93333.0
2018-11-15,daging sapi lokal daging sandung lamur brisket,101667.0
2018-11-01,daging sapi lokal daging sandung lamur brisket,100000.0
2018-11-02,daging sapi lokal daging sandung lamur brisket,100000.0
2018-11-13,daging sapi lokal daging sandung lamur brisket,93333.0
2018-11-16,daging sapi lokal daging sandung lamur brisket,93333.0
2018-11-05,daging sapi lokal daging sandung lamur brisket,93333.0
2018-11-12,daging sapi lokal daging sandung lamur brisket,93333.0
2018-05-07,daging sapi lokal daging sandung lamur brisket,102500.0
2018-11-06,daging sapi lokal daging sandung lamur brisket,93333.0
2018-11-07,daging sapi lokal daging sandung lamur brisket,100000.0
2018-11-08,daging sapi lokal daging sandung lamur brisket,93333.0
2018-11-09,daging sapi lokal daging sandung lamur brisket,106667.0
2018-11-14,daging sapi lokal daging sandung lamur brisket,106667.0
2018-05-08,daging sapi lokal daging sandung lamur brisket,98333.0
2018-03-27,daging sapi lokal daging sandung lamur brisket,100000.0
2018-05-11,daging sapi lokal daging sandung lamur brisket,100000.0
2018-08-09,daging sapi lokal daging sandung lamur brisket,91667.0
2018-08-10,daging sapi lokal daging sandung lamur brisket,100000.0
2018-08-13,daging sapi lokal daging sandung lamur brisket,100000.0
2018-08-14,daging sapi lokal daging sandung lamur brisket,106667.0
2018-08-15,daging sapi lokal daging sandung lamur brisket,96667.0
2018-08-16,daging sapi lokal daging sandung lamur brisket,105000.0
2018-08-20,daging sapi lokal daging sandung lamur brisket,112500.0
2018-08-21,daging sapi lokal daging sandung lamur brisket,106667.0
2018-08-22,daging sapi lokal daging sandung lamur brisket,106667.0
2018-08-23,daging sapi lokal daging sandung lamur brisket,113333.0
2018-08-08,daging sapi lokal daging sandung lamur brisket,98333.0
2018-08-27,daging sapi lokal daging sandung lamur brisket,110000.0
2018-08-29,daging sapi lokal daging sandung lamur brisket,100000.0
2018-08-30,daging sapi lokal daging sandung lamur brisket,93333.0
2018-08-31,daging sapi lokal daging sandung lamur brisket,108333.0
2018-12-18,daging sapi lokal daging sandung lamur brisket,93333.33333
2018-12-19,daging sapi lokal daging sandung lamur brisket,93333.33333
2018-12-20,daging sapi lokal daging sandung lamur brisket,93333.33333
2018-12-21,daging sapi lokal daging sandung lamur brisket,93333.33333
2018-12-26,daging sapi lokal daging sandung lamur brisket,95000.0
2018-12-27,daging sapi lokal daging sandung lamur brisket,105000.0
2018-12-28,daging sapi lokal daging sandung lamur brisket,106666.6667
2018-08-28,daging sapi lokal daging sandung lamur brisket,106667.0
2018-08-07,daging sapi lokal daging sandung lamur brisket,106667.0
2018-08-06,daging sapi lokal daging sandung lamur brisket,93333.0
2018-08-03,daging sapi lokal daging sandung lamur brisket,93333.0
2018-03-06,daging sapi lokal daging sandung lamur brisket,76667.0
2018-03-05,daging sapi lokal daging sandung lamur brisket,83333.0
2018-03-02,daging sapi lokal daging sandung lamur brisket,92667.0
2018-03-01,daging sapi lokal daging sandung lamur brisket,91000.0
2018-03-09,daging sapi lokal daging sandung lamur brisket,100000.0
2018-01-26,daging sapi lokal daging sandung lamur brisket,91667.0
2018-03-12,daging sapi lokal daging sandung lamur brisket,100000.0
2018-01-29,daging sapi lokal daging sandung lamur brisket,90167.0
2018-03-13,daging sapi lokal daging sandung lamur brisket,93333.0
